id,title,time,room,years
flutechoir,Flute Choir,1-1,M2,7,8,9,10,11,12,13
pupilpremium,Pupil Premium,1-1,Unknown,7,8,9,10,11,12,13
mentoring,Mentoring,1-1,Unknown,7,8,9,10,11,12,13
learningsupport,Learning Support,1-1,Unknown,7,8,9,10,11,12,13
seniorbrass,Senior Brass Ensemble,1-1,M1,7,8,9,10,11,12,13
clarinet2,Clarinet Group 2,1-1,P7,7,8,9,10,11,12,13
